assistance_transaction_unique_key,assistance_award_unique_key,award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation,total_obligated_amount,non_federal_funding_amount,total_non_federal_funding_amount,face_value_of_loan,original_loan_subsidy_cost,total_face_value_of_loan,total_loan_subsidy_cost,disaster_emergency_fund_codes_for_overall_award,outlayed_amount_funded_by_COVID-19_supplementals_for_overall_aw,obligated_amount_funded_by_COVID-19_supplementals_for_overall_a,action_date,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,treasury_accounts_funding_this_award,federal_accounts_funding_this_award,object_classes_funding_this_award,program_activities_funding_this_award,recipient_duns,recipient_name,recipient_parent_duns,recipient_parent_name,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_scope,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,assistance_type_description,award_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,highly_compensated_officer_1_name,highly_compensated_officer_1_amount,highly_compensated_officer_2_name,highly_compensated_officer_2_amount,highly_compensated_officer_3_name,highly_compensated_officer_3_amount,highly_compensated_officer_4_name,highly_compensated_officer_4_amount,highly_compensated_officer_5_name,highly_compensated_officer_5_amount,usaspending_permalink,last_modified_date
8900_DESC0018140_-NONE-_81.049_0003,ASST_NON_DESC0018140_8900,DESC0018140,0003,,SAI EXEMPT,478953.00,943953.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-07-07,2020,2017-08-15,2021-05-14,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0001: BASIC ENERGY SCIENCES,009584210,CALIFORNIA INSTITUTE OF TECHNOLOGY,009584210,CALIFORNIA INSTITUTE OF TECHNOLOGY,USA,UNITED STATES,1200 E CALIFORNIA BLVD,MAIL CODE 273-6,56000,PASADENA,037,LOS ANGELES,CA,CALIFORNIA,91125,0001,27,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA56000,PASADENA,037,LOS ANGELES,CALIFORNIA,91125-0002,27,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),AB INITIO COMPLETE CELL QUANTUM EMBEDDING AND DIAGRAMMATIC COUPLED CLUSTER FOR CORRELATED MATERIALS PHASE DIAGRAMS,NON,NOT RECOVERY ACT,O,PRIVATE INSTITUTION OF HIGHER EDUCATION,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0018140_8900/,2020-07-09 21:00:09.057289+00
8900_DESC0017992_-NONE-_81.049_0004,ASST_NON_DESC0017992_8900,DESC0017992,0004,,,1135000.00,6100000.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-07-07,2020,2017-09-01,2021-08-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0002: ADVANCED SCIENTIFIC COMPUTING RESEARCH;0006: FUSION ENERGY SCIENCES,067638957,GENERAL ATOMICS,859181984,GENERAL ATOMIC TECHNOLOGIES CORPORATION,USA,UNITED STATES,P.O BOX 85608,,66000,SAN DIEGO,073,SAN DIEGO,CA,CALIFORNIA,92186,5608,49,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA66000,SAN DIEGO,073,SAN DIEGO,CALIFORNIA,92121-1122,49,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),ATOM: ADVANCED TOKAMAK MODELING ENVIRONMENT,NON,NOT RECOVERY ACT,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,R. S FORNEY,1529963.00,J.  QUINTENZ,732641.00,J. N BLUE,614185.00,R F KHAN,547279.00,M  PERRY,817083.00,https://www.usaspending.gov/award/ASST_NON_DESC0017992_8900/,2020-07-09 21:00:08.726018+00
8900_DESC0020749_-NONE-_81.049_-NONE-,ASST_NON_DESC0020749_8900,DESC0020749,,,SAI EXEMPT,199992.00,199992.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-07-07,2020,2020-06-29,2021-03-28,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0011: SMALL BUSINESS INNOVATION RESEARCH,033449757,"INTELLIGENT OPTICAL SYSTEMS, INC.",033449757,"INTELLIGENT OPTICAL SYSTEMS, INC.",USA,UNITED STATES,2520 W. 237TH STREET,,80000,TORRANCE,037,LOS ANGELES,CA,CALIFORNIA,90505,5217,43,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA80000,TORRANCE,037,LOS ANGELES,CALIFORNIA,90505-5217,33,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),ADVANCED LASER ULTRASONIC SENSOR FOR FUEL ROD CHARACTERIZATION,NON,NOT RECOVERY ACT,R,SMALL BUSINESS,,,A,NEW,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0020749_8900/,2020-07-09 21:00:15.071837+00
8900_DEAR0001246_-NONE-_81.135_0001,ASST_NON_DEAR0001246_8900,DEAR0001246,0001,,,0.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-07-06,2020,2020-04-09,2021-04-08,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,897030,ADVANCED RSRCH PROJ AGENCY ARPA-E,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,897002,ADVANCED RSRCH PROJ AGENCY ARPA-E,089-X-0337-000,089-0337,25.5: Research and development contracts,0001: ARPA-E PROJECTS,081341508,ULTRA-LOW LOSS TECHNOLOGIES LLC,,,USA,UNITED STATES,4453 LA PALOMA AVE,,69070,SANTA BARBARA,083,SANTA BARBARA,CA,CALIFORNIA,93105,,24,,,,CITY-WIDE,USA,UNITED STATES,CA99083,SANTA BARBARA COUNTY,083,SANTA BARBARA,CALIFORNIA,CITY-WIDE,24,,81.135,ADVANCED RESEARCH PROJECTS AGENCY - ENERGY,02,BLOCK GRANT (A),"FURTHER THE DEVELOPMENT OF ENERGY EFFICIENT INTEGRATED PHOTONIC NETWORKING TECHNOLOGIES FOR DATACENTERS AND HIGH PERFORMANCE COMPUTING (HPC), THROUGH REVOLUTIONIZING CHIP-TO-CHIP INTERCONNECTS WITH MASSIVELY PARALLEL PHOTONIC CHANNELS BASED ON PHOTONIC INTEGRATED CIRCUIT (PIC) TECHNOLOGY AND SPATIAL DIVISION MULTIPLEXING (SDM).",NON,NOT RECOVERY ACT,R,SMALL BUSINESS,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEAR0001246_8900/,2020-07-09 20:59:56.04739+00
8900_DESC0020295_-NONE-_81.049_0001,ASST_NON_DESC0020295_8900,DESC0020295,0001,,SAI EXEMPT,0.00,344116.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-07-06,2020,2019-08-15,2021-08-14,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0001: BASIC ENERGY SCIENCES,072933393,UNIVERSITY OF SOUTHERN CALIFORNIA,072933393,UNIVERSITY OF SOUTHERN CALIFORNIA,USA,UNITED STATES,3720 S FLOWER ST FL 3,,44000,LOS ANGELES,037,LOS ANGELES,CA,CALIFORNIA,90089,4318,37,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA44000,LOS ANGELES,037,LOS ANGELES,CALIFORNIA,90089-0241,37,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),"EFFECT OF GRADIENT ARCHITECTURES ON THE STRENGTH, DEFORMATION, AND FAILURE OF NANOGLASSES",NON,NOT RECOVERY ACT,O,PRIVATE INSTITUTION OF HIGHER EDUCATION,,,B,CONTINUATION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0020295_8900/,2020-07-09 21:00:13.919049+00
8900_DESC0020409_-NONE-_81.049_0001,ASST_NON_DESC0020409_8900,DESC0020409,0001,,SAI EXEMPT,436000.00,1286000.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-07-06,2020,2019-07-01,2021-06-30,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0004: HIGH ENERGY PHYSICS,092530369,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,"10889 WILSHIRE BOULEVARD, SUITE 700",BOX 951406,44000,LOS ANGELES,037,LOS ANGELES,CA,CALIFORNIA,90095,1406,33,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA44000,LOS ANGELES,037,LOS ANGELES,CALIFORNIA,90095-1547,33,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),"ULTRA-HIGH GRADIENT, CRYOGENIC RF ACCELERATION FOR LINEAR COLLIDER APPLICATIONS",NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,B,CONTINUATION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0020409_8900/,2020-07-09 21:00:14.343409+00
8900_DESC0019046_-NONE-_81.049_0002,ASST_NON_DESC0019046_8900,DESC0019046,0002,,SAI EXEMPT,0.00,179977.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-06-30,2020,2018-09-01,2021-08-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0006: FUSION ENERGY SCIENCES,124726725,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,SPONSORED PROJECTS OFFICE,1608 4TH ST STE 220,06000,BERKELEY,001,ALAMEDA,CA,CALIFORNIA,94710,1749,13,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA06000,BERKELEY,001,ALAMEDA,CALIFORNIA,94704-5940,13,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),"COLLABORATIVE RESEARCH: MULTI-SCALE DYNAMICS OF KINETIC TURBULENCE IN WEAKLY COLLISIONAL, HIGH-BETA PLASMAS",NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,B,CONTINUATION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0019046_8900/,2020-07-01 19:31:16.161149+00
8900_DESC0010378_-NONE-_81.049_0007,ASST_NON_DESC0010378_8900,DESC0010378,0007,,SAI EXEMPT,0.00,1768000.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-07-01,2020,2013-08-01,2021-07-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0001: BASIC ENERGY SCIENCES,092530369,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,"10889 WILSHIRE BOULEVARD, SUITE 700",BOX 951406,44000,LOS ANGELES,037,LOS ANGELES,CA,CALIFORNIA,90095,1406,33,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA44000,LOS ANGELES,037,LOS ANGELES,CALIFORNIA,90095-1547,33,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),PROBING 3D CRYSTAL DEFECTS AND MATERIAL PROPERTIES AT THE SINGLE-ATOM LEVEL,NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,B,CONTINUATION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0010378_8900/,2020-07-09 21:00:06.351627+00
8900_DESC0014169_-NONE-_81.049_0005,ASST_NON_DESC0014169_8900,DESC0014169,0005,,SAI EXEMPT,0.00,750000.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-07-01,2020,2015-07-01,2021-06-30,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0006: FUSION ENERGY SCIENCES,627797426,REGENTS OF THE UNIVERSITY OF CALIFORNIA AT RIVERSIDE,071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,200 UNIVERSTY OFFICE BLDG,,62000,RIVERSIDE,065,RIVERSIDE,CA,CALIFORNIA,92521,0001,41,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA62000,RIVERSIDE,065,RIVERSIDE,CALIFORNIA,92521-0001,41,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),ON THE INTERACTION BETWEEN NON-THERMAL PLASMAS AND SMALL METALLIC PARTICLES: PLASMONIC PLASMAS,NON,NOT RECOVERY ACT,HS,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION;HISPANIC-SERVING INSTITUTION,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0014169_8900/,2020-07-09 21:00:06.979649+00
8900_DESC0018024_-NONE-_81.049_0004,ASST_NON_DESC0018024_8900,DESC0018024,0004,,SAI EXEMPT,0.00,117142.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-07-01,2020,2017-09-01,2021-08-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0001: BASIC ENERGY SCIENCES,078731668,"SALK INSTITUTE FOR BIOLOGICAL STUDIES, SAN DIEGO, CALIFORNIA, THE",,,USA,UNITED STATES,10010 N TORREY PINES RD,,39346,LA JOLLA,073,SAN DIEGO,CA,CALIFORNIA,92037,1002,49,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA39360,LA JOLLA,073,SAN DIEGO,CALIFORNIA,92037-1002,49,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),SIGNAL TRANSDUCTION PATHWAYS OF CHLOROPLAST QUALITY CONTROL,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0018024_8900/,2020-07-09 21:00:08.86806+00
8900_DESC0009841_-NONE-_81.049_0010,ASST_NON_DESC0009841_8900,DESC0009841,0010,,SAI EXEMPT,0.00,5342000.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-07-01,2020,2013-05-01,2020-06-30,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0004: HIGH ENERGY PHYSICS,009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE",USA,UNITED STATES,450 SERRA MALL,,73906,STANFORD,085,SANTA CLARA,CA,CALIFORNIA,94305,2004,18,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA73906,STANFORD,085,SANTA CLARA,CALIFORNIA,94305-2004,18,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),DARK MATTER EXPERIMENTS: SUPERCDMS SOUDAN & SUPERCDMS SNOLAB,NON,NOT RECOVERY ACT,O,PRIVATE INSTITUTION OF HIGHER EDUCATION,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0009841_8900/,2020-07-09 21:00:06.140804+00
8900_DESC0001861_-NONE-_81.049_0013,ASST_NON_DESC0001861_8900,DESC0001861,0013,,SAI EXEMPT,678499.00,2949099.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-07-01,2020,2009-08-15,2021-08-14,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0001: BASIC ENERGY SCIENCES,094878394,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,OFFICE OF RESEARCH,3227 CHEADLE HALL,69070,SANTA BARBARA,083,SANTA BARBARA,CA,CALIFORNIA,93106,2050,24,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA69070,SANTA BARBARA,083,SANTA BARBARA,CALIFORNIA,93106-9510,24,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),MEASURING COVALENCY IN AN=N AND AN=C MULTIPLE BONDS: A COMBINED SYNTHETIC AND SPECTROSCOPIC INVESTIGATION,NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0001861_8900/,2020-07-09 21:00:05.234102+00
8900_DESC0016469_-NONE-_81.049_0004,ASST_NON_DESC0016469_8900,DESC0016469,0004,,SAI EXEMPT,0.00,3195821.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-07-01,2020,2016-08-15,2021-08-14,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0003: BIOLOGICAL AND ENVIRONMENTAL RESEARCH,009584210,CALIFORNIA INSTITUTE OF TECHNOLOGY,009584210,CALIFORNIA INSTITUTE OF TECHNOLOGY,USA,UNITED STATES,1200 E CALIFORNIA BLVD,MAIL CODE 273-6,56000,PASADENA,037,LOS ANGELES,CA,CALIFORNIA,91125,0001,27,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA56000,PASADENA,037,LOS ANGELES,CALIFORNIA,91125-0002,27,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),"IDENTIFICATION AND ECOPHYSIOLOGICAL UNDERSTANDING OF NEW MICROBIAL PLAYERS, PROCESSES, AND MULTI-SCALE INTERACTIONS IN THE GLOBAL METHANE CYCLE",NON,NOT RECOVERY ACT,O,PRIVATE INSTITUTION OF HIGHER EDUCATION,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0016469_8900/,2020-07-09 21:00:07.980294+00
8900_DESC0015181_-NONE-_81.049_0005,ASST_NON_DESC0015181_8900,DESC0015181,0005,,SAI EXEMPT,0.00,1148125.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-07-01,2020,2016-02-22,2020-12-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0011: SMALL BUSINESS INNOVATION RESEARCH,183365410,ALTEX TECHNOLOGIES CORPORATION,,,USA,UNITED STATES,135 NICHOLSON LN,,68000,SAN JOSE,085,SANTA CLARA,CA,CALIFORNIA,95134,1359,17,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA77000,SUNNYVALE,085,SANTA CLARA,CALIFORNIA,94086-4807,17,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),CORROSION AND EROSION RESISTANT SURFACE FEATURES FOR HIGH PRESSURE SUPERCRITICAL CARBON DIOXIDE HEAT EXCHANGERS,NON,NOT RECOVERY ACT,R,SMALL BUSINESS,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0015181_8900/,2020-07-09 21:00:07.380892+00
8900_DESC0016523_-NONE-_81.049_0004,ASST_NON_DESC0016523_8900,DESC0016523,0004,,SAI EXEMPT,0.00,1199999.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-07-01,2020,2016-08-15,2021-08-14,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0001: BASIC ENERGY SCIENCES,009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE",USA,UNITED STATES,485 BROADWAY,THIRD FLOOR,60102,REDWOOD CITY,081,SAN MATEO,CA,CALIFORNIA,94063,,18,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA73906,STANFORD,085,SANTA CLARA,CALIFORNIA,94305-4125,18,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),TUNING ORGANIC SEMICONDUCTOR PACKING AND MORPHOLOGY THROUGH NON-EQUILIBRIUM SOLUTION PROCESSING,NON,NOT RECOVERY ACT,O,PRIVATE INSTITUTION OF HIGHER EDUCATION,,,B,CONTINUATION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0016523_8900/,2020-07-09 21:00:08.091796+00
8900_DEFE0030456_-NONE-_81.089_0005,ASST_NON_DEFE0030456_8900,DEFE0030456,0005,,SAI EXEMPT,0.00,400000.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-07-01,2020,2017-08-01,2021-07-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892433,NATIONAL ENERGY TECHNOLOGY LABORATORY,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892404,FOSSIL ENERGY,089-X-0213-000,089-0213,25.5: Research and development contracts,0005: CROSS-CUTTING RESEARCH,092530369,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,"10889 WILSHIRE BOULEVARD, SUITE 700",BOX 951406,44000,LOS ANGELES,037,LOS ANGELES,CA,CALIFORNIA,90095,1406,33,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA44000,LOS ANGELES,037,LOS ANGELES,CALIFORNIA,900951406,33,,81.089,FOSSIL ENERGY RESEARCH AND DEVELOPMENT,04,PROJECT GRANT (B),"COVID-19

DE-FE0030456 - UNIVERSITY OF CALIFORNIA AT LOS ANGELES

PROJECT TITLED, ''APPLYING ANODIC STRIPPING VOLTAMMETRY TO COMPLEX WASTEWATER 
STREAMS FOR RAPID METAL DETECTION''

AMENDMENT 0005: EXTEND THE PROJECT AND BUDGET PERIOD AT NO ADDITIONAL COST TO THE GOVERNMENT",NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEFE0030456_8900/,2020-07-09 20:59:59.806401+00
